Cluster	category	obsRatio	expRatio	bgRatio	foldEnrich	pvalue	ontology	BH	Description	numDEInCat	numInCat	Foreground	Background	geneID	geneNames
F10	GO:0003723	254/405	64/405	1163/7365	3.97	6.03956343500106e-56	MF	8.02718376145991e-52	(MF) RNA binding	254	1163	405	7365	O00410/O00411/O00571/O14979/O14980/O43290/O43390/O43707/O60506/O60763/O60841/O75369/O75390/O75400/O75494/O75533/O75534/O75616/O75643/O75821/O76021/O76094/O95793/P04792/P05455/P06733/P06748/P07237/P07305/P07737/P07910/P08240/P09001/P09874/P10809/P11940/P12270/P12956/P13667/P14618/P14866/P15311/P15880/P16989/P17480/P18124/P18583/P18621/P19338/P21291/P21333/P22314/P22626/P23246/P23588/P26599/P27816/P27824/P30050/P30101/P30876/P31483/P31942/P31943/P35221/P35579/P35611/P35637/P36578/P38646/P39023/P42704/P43243/P46013/P46777/P46781/P47914/P48444/P48634/P49207/P49327/P49368/P49411/P49590/P49756/P49792/P50914/P50995/P51114/P51858/P51991/P52272/P52292/P52597/P52948/P54886/P55072/P55265/P58107/P60468/P61247/P61353/P62241/P62269/P62280/P62424/P62633/P62750/P62753/P62841/P62847/P62917/P62995/P63104/P63241/P63244/P67809/P78527/P82675/P83731/P84098/P84103/P98179/Q00059/Q00341/Q00610/Q00688/Q00839/Q01081/Q01085/Q02543/Q02790/Q02878/Q04637/Q04837/Q05519/Q07020/Q07065/Q07666/Q07955/Q08211/Q08J23/Q09666/Q12849/Q12906/Q12931/Q13084/Q13148/Q13247/Q13263/Q13283/Q13310/Q13428/Q14103/Q14152/Q14157/Q14204/Q14258/Q14671/Q14739/Q14789/Q14966/Q14974/Q14978/Q15149/Q15233/Q15365/Q15366/Q15424/Q15654/Q15691/Q15717/Q15942/Q16629/Q16658/Q53EP0/Q5BKZ1/Q5T653/Q5T6F2/Q66PJ3/Q6P158/Q6P2Q9/Q6Y7W6/Q71RC2/Q7KZF4/Q7L0Y3/Q7L2E3/Q7Z2W4/Q7Z417/Q7Z6Z7/Q86UE4/Q8IWX8/Q8IY67/Q8IY81/Q8IYB3/Q8IZL8/Q8NC51/Q8TCS8/Q8TDD1/Q8TEQ6/Q8WWM7/Q92499/Q92616/Q92665/Q92841/Q92900/Q92945/Q92973/Q969Z0/Q96AE4/Q96AG4/Q96E39/Q96EY7/Q96I24/Q96PK6/Q96RP9/Q96T37/Q99700/Q99729/Q9BYD1/Q9BYD3/Q9BZE1/Q9GZT3/Q9H0A0/Q9H307/Q9HC36/Q9HCD5/Q9HCE1/Q9NP81/Q9NR30/Q9NUL3/Q9NUQ6/Q9NVV4/Q9NWH9/Q9NYF8/Q9NYK5/Q9NYY8/Q9NZB2/Q9P258/Q9P2E9/Q9UKM9/Q9UKV3/Q9UN86/Q9UPN3/Q9UQ35/Q9Y2H6/Q9Y2W1/Q9Y2Z4/Q9Y4I1/Q9Y520/Q9Y5A9/Q9Y606/Q9Y6G3/Q9Y6M1	IPO5/POLRMT/DDX3X/HNRNPDL/XPO1/SART1/HNRNPR/ACTN4/SYNCRIP/USO1/EIF5B/FLNB/CS/PRPF40A/SRSF10/SF3B1/CSDE1/ERAL1/SNRNP200/EIF3G/RSL1D1/SRP72/STAU1/HSPB1/SSB/ENO1/NPM1/P4HB/H1F0/PFN1/HNRNPC/SRPRA/MRPL3/PARP1/HSPD1/PABPC1/TPR/XRCC6/PDIA4/PKM/HNRNPL/EZR/RPS2/YBX3/UBTF/RPL7/SON/RPL17/NCL/CSRP1/FLNA/UBA1/HNRNPA2B1/SFPQ/EIF4B/PTBP1/MAP4/CANX/RPL12/PDIA3/POLR2B/TIA1/HNRNPH3/HNRNPH1/CTNNA1/MYH9/ADD1/FUS/RPL4/HSPA9/RPL3/LRPPRC/MATR3/MKI67/RPL5/RPS9/RPL29/ARCN1/PRRC2A/RPL34/FASN/CCT3/TUFM/HARS2/RBM25/RANBP2/RPL14/ANXA11/FXR1/HDGF/HNRNPA3/HNRNPM/KPNA2/HNRNPF/NUP98/ALDH18A1/VCP/ADAR/EPPK1/SEC61B/RPS3A/RPL27/RPS8/RPS18/RPS11/RPL7A/CNBP/RPL23A/RPS6/RPS15/RPS24/RPL8/TRA2B/YWHAZ/EIF5A/RACK1/YBX1/PRKDC/MRPS5/RPL24/RPL19/SRSF3/RBM3/TFAM/HDLBP/CLTC/FKBP3/HNRNPU/U2AF1L5/U2AF1/TIAL1/RPL18A/FKBP4/RPL6/EIF4G1/SSBP1/SRSF11/RPL18/CKAP4/KHDRBS1/SRSF1/DHX9/NSUN2/AHNAK/GRSF1/ILF3/TRAP1/MRPL28/TARDBP/SRSF6/TRIM28/G3BP1/PABPC4/TCOF1/HNRNPD/EIF3A/UBAP2L/DYNC1H1/TRIM25/PUM1/LBR/GOLGB1/ZNF638/KPNB1/NOLC1/PLEC/NONO/PCBP1/PCBP2/SAFB/TRIP6/MAPRE1/ELAVL1/ZYX/SRSF7/FSCN1/FNDC3B/ZNF326/MRPL2/UBAP2/ARL6IP4/DHX57/PRPF8/GIGYF2/LARP4/SND1/TRMT10C/DHX30/ZC3HAV1/NUFIP2/HUWE1/MTDH/CHERP/RAVER1/FTSJ3/SRRM1/PELP1/SERBP1/PNPT1/DDX54/GEMIN5/ATXN2L/DDX1/GCN1/MRPS31/DDX17/UPF1/KHSRP/TNPO1/TBRG4/FUBP1/LRRC59/RBMXL1/PTCD3/FUBP3/RBM14-RBM4/RBM14/GFM1/RBM15/ATXN2/HNRNPAB/MRPL13/MRPL4/MRPL37/SLIRP/NAT10/PNN/MRM3/NCOA5/MOV10/SARS2/DDX21/STAU2/SPATS2L/MTPAP/SLTM/BCLAF1/MRPL39/FASTKD2/FAM120A/RCC2/RRBP1/RALY/ACIN1/G3BP2/MACF1/SRRM2/FNDC3A/THRAP3/YARS2/MYO5A/PRRC2C/YTHDF2/PUS1/MRPL42/IGF2BP2
F10	GO:0016020	180/405	76/405	1369/7365	2.37	1.68403335458128e-16	CC	1.11912436578699e-12	(CC) membrane	180	1369	405	7365	O00159/O00203/O00264/O00299/O00410/O14578/O14745/O14980/O60506/O60664/O60763/O75400/O75643/O76021/O95793/P00387/P00403/P04406/P04899/P05023/P05387/P06733/P06748/P07195/P07737/P07814/P07910/P08133/P08240/P09874/P10809/P11021/P11413/P11586/P11940/P12956/P14866/P15311/P15880/P16435/P16615/P17812/P18124/P19338/P20700/P21333/P21796/P22626/P26599/P26641/P27348/P27708/P27824/P30050/P30876/P31943/P33176/P35579/P36578/P40222/P41252/P42704/P43243/P46013/P46777/P46781/P47914/P48444/P48634/P49327/P49411/P49792/P50914/P50995/P51114/P52272/P52292/P52597/P52732/P53618/P53621/P53985/P55011/P55060/P55265/P58107/P60468/P60660/P61353/P62241/P62269/P62280/P62424/P62753/P62841/P62847/P62917/P63010/P63241/P78527/P83731/P84098/Q00610/Q00839/Q01970/Q02543/Q02878/Q03001/Q04637/Q07020/Q07065/Q07666/Q08211/Q09666/Q10471/Q12906/Q12931/Q13200/Q13423/Q13813/Q14152/Q14203/Q14204/Q14573/Q14739/Q14789/Q14974/Q15021/Q15149/Q15154/Q15233/Q15365/Q15366/Q15717/Q5SRE5/Q5T4S7/Q63HN8/Q6P2E9/Q6P2Q9/Q6UB35/Q6Y7W6/Q71RC2/Q7KZF4/Q7Z406/Q7Z417/Q7Z6Z7/Q8IWX8/Q8N1F7/Q8NC51/Q8TDD1/Q8TEQ6/Q8TEX9/Q8WUM4/Q8WWM7/Q92499/Q92616/Q92621/Q92841/Q92945/Q93008/Q96AG4/Q96HC4/Q96I24/Q99700/Q9BSJ8/Q9H0A0/Q9H307/Q9H4A3/Q9HCU5/Q9NR30/Q9NUL3/Q9NZB2/Q9P258/Q9P2E9/Q9ULH0/Q9UPN3/Q9Y2H6/Q9Y4I1/Q9Y520/Q9Y6C9	MYO1C/AP3B1/PGRMC1/CLIC1/IPO5/CIT/SLC9A3R1/XPO1/SYNCRIP/PLIN3/USO1/PRPF40A/SNRNP200/RSL1D1/STAU1/CYB5R3/COX2/GAPDH/GNAI2/ATP1A1/RPLP2/ENO1/NPM1/LDHB/PFN1/EPRS/HNRNPC/ANXA6/SRPRA/PARP1/HSPD1/HSPA5/G6PD/MTHFD1/PABPC1/XRCC6/HNRNPL/EZR/RPS2/POR/ATP2A2/CTPS1/RPL7/NCL/LMNB1/FLNA/VDAC1/HNRNPA2B1/PTBP1/EEF1G/YWHAQ/CAD/CANX/RPL12/POLR2B/HNRNPH1/KIF5B/MYH9/RPL4/TXLNA/IARS/LRPPRC/MATR3/MKI67/RPL5/RPS9/RPL29/ARCN1/PRRC2A/FASN/TUFM/RANBP2/RPL14/ANXA11/FXR1/HNRNPM/KPNA2/HNRNPF/KIF11/COPB1/COPA/SLC16A1/SLC12A2/CSE1L/ADAR/EPPK1/SEC61B/MYL6/RPL27/RPS8/RPS18/RPS11/RPL7A/RPS6/RPS15/RPS24/RPL8/AP2B1/EIF5A/PRKDC/RPL24/RPL19/CLTC/HNRNPU/PLCB3/RPL18A/RPL6/DST/EIF4G1/RPL18/CKAP4/KHDRBS1/DHX9/AHNAK/GALNT2/ILF3/TRAP1/PSMD2/NNT/SPTAN1/EIF3A/DCTN1/DYNC1H1/ITPR3/LBR/GOLGB1/KPNB1/NCAPD2/PLEC/PCM1/NONO/PCBP1/PCBP2/ELAVL1/NUP188/UBR4/RNF213/EDC4/PRPF8/MTHFD1L/GIGYF2/LARP4/SND1/MYH14/NUFIP2/HUWE1/CHERP/NUP93/SERBP1/DDX54/GEMIN5/IPO4/PDCD6IP/ATXN2L/DDX1/GCN1/NUP205/DDX17/KHSRP/USP9X/LRRC59/PDLIM5/FUBP3/ATXN2/ESYT1/NAT10/PNN/WNK1/PREB/DDX21/STAU2/FAM120A/RCC2/RRBP1/KIDINS220/MACF1/FNDC3A/MYO5A/PRRC2C/MTCH2
F10	GO:0045296	66/405	15/405	256/7365	4.4	4.99519625398034e-12	MF	2.21303844705509e-08	(MF) cadherin binding	66	256	405	7365	O00299/O00571/O60664/O60716/O60763/O75369/O76021/O95817/P06733/P07737/P11021/P14618/P15311/P15880/P18206/P21333/P25054/P26641/P29692/P33176/P35221/P35579/P35611/P37802/P46940/P47756/P47914/P49207/P49327/P50914/P50990/P55196/P62424/P62750/P63104/P63244/P83731/Q00341/Q01970/Q02878/Q05682/Q07157/Q08379/Q09666/Q13813/Q14247/Q14258/Q14847/Q15149/Q15365/Q15691/Q16643/Q16658/Q32MZ4/Q5T6F2/Q6Y7W6/Q7KZF4/Q7Z2W4/Q8NC51/Q8WWM7/Q92616/Q96AG4/Q9P0L0/Q9UHB6/Q9UPN3/Q9Y490	CLIC1/DDX3X/PLIN3/CTNND1/USO1/FLNB/RSL1D1/BAG3/ENO1/PFN1/HSPA5/PKM/EZR/RPS2/VCL/FLNA/APC/EEF1G/EEF1D/KIF5B/CTNNA1/MYH9/ADD1/TAGLN2/IQGAP1/CAPZB/RPL29/RPL34/FASN/RPL14/CCT8/AFDN/RPL7A/RPL23A/YWHAZ/RACK1/RPL24/HDLBP/PLCB3/RPL6/CALD1/TJP1/GOLGA2/AHNAK/SPTAN1/CTTN/TRIM25/LASP1/PLEC/PCBP1/MAPRE1/DBN1/FSCN1/LRRFIP1/UBAP2/GIGYF2/SND1/ZC3HAV1/SERBP1/ATXN2L/GCN1/LRRC59/VAPA/LIMA1/MACF1/TLN1
F10	GO:1990904	43/405	7/405	120/7365	6.14	2.6643601816807e-11	CC	8.85300279367956e-08	(CC) ribonucleoprotein complex	43	120	405	7365	O14979/O14980/O43390/O43707/O60506/P04406/P05455/P06748/P07814/P11940/P14866/P18124/P19338/P22626/P36578/P42704/P46777/P46781/P51991/P52272/P52948/P61247/P61353/P62241/P62753/P62995/P67809/P98179/Q00839/Q08211/Q12906/Q13148/Q13283/Q13310/Q14103/Q15717/Q92499/Q96E39/Q96PK6/Q99700/Q99729/Q9GZT3/Q9UN86	HNRNPDL/XPO1/HNRNPR/ACTN4/SYNCRIP/GAPDH/SSB/NPM1/EPRS/PABPC1/HNRNPL/RPL7/NCL/HNRNPA2B1/RPL4/LRPPRC/RPL5/RPS9/HNRNPA3/HNRNPM/NUP98/RPS3A/RPL27/RPS8/RPS6/TRA2B/YBX1/RBM3/HNRNPU/DHX9/ILF3/TARDBP/G3BP1/PABPC4/HNRNPD/ELAVL1/DDX1/RBMXL1/RBM14-RBM4/RBM14/ATXN2/HNRNPAB/SLIRP/G3BP2
F10	GO:0010494	21/405	3/405	48/7365	7	7.60074108622586e-11	CC	2.02042899554056e-07	(CC) cytoplasmic stress granule	21	48	405	7365	O00571/O95793/P11940/P31483/P55072/P67809/Q01085/Q13148/Q13283/Q13310/Q14671/Q14974/Q15717/Q6Y7W6/Q71RC2/Q7Z417/Q8WWM7/Q92499/Q92945/Q99700/Q9HCE1	DDX3X/STAU1/PABPC1/TIA1/VCP/YBX1/TIAL1/TARDBP/G3BP1/PABPC4/PUM1/KPNB1/ELAVL1/GIGYF2/LARP4/NUFIP2/ATXN2L/DDX1/KHSRP/ATXN2/MOV10
F10	GO:0003730	18/405	3/405	52/7365	6	5.75389809243955e-07	MF	0.0012745843257769	(MF) mRNA 3'-UTR binding	18	52	405	7365	O43390/O76021/P07910/P11940/P14866/P16989/P22626/P46777/P51114/P98179/Q00839/Q13148/Q13310/Q14671/Q15717/Q8NC51/Q8TEQ6/Q9Y6M1	HNRNPR/RSL1D1/HNRNPC/PABPC1/HNRNPL/YBX3/HNRNPA2B1/RPL5/FXR1/RBM3/HNRNPU/TARDBP/PABPC4/PUM1/ELAVL1/SERBP1/GEMIN5/IGF2BP2
F10	GO:0042645	15/405	3/405	40/7365	5	8.00810959652831e-07	CC	0.00150110564007532	(CC) mitochondrial nucleoid	15	40	405	7365	O00411/P21796/P34897/P38646/P40939/P42704/P45880/P49411/Q00059/Q04837/Q12849/Q7L0Y3/Q7L2E3/Q96AG4/Q9NYY8	POLRMT/VDAC1/SHMT2/HSPA9/HADHA/LRPPRC/VDAC2/TUFM/TFAM/SSBP1/GRSF1/TRMT10C/DHX30/LRRC59/FASTKD2
F10	GO:0005515	341/405	279/405	5063/7365	1.22	9.03532098457797e-07	MF	0.00150110564007532	(MF) protein binding	341	5063	405	7365	O00159/O00264/O00299/O00410/O00411/O00571/O14578/O14745/O14979/O14980/O15027/O43290/O43390/O43491/O43583/O43707/O60506/O60664/O60716/O60763/O60841/O75369/O75400/O75494/O75533/O75534/O75616/O75643/O75821/O76094/O94901/O95793/O95817/O95819/P00387/P00403/P04406/P04792/P04899/P05023/P05387/P05455/P06733/P06748/P07195/P07237/P07305/P07437/P07737/P07814/P07910/P08133/P08243/P09622/P09874/P10809/P11021/P11413/P11586/P11940/P12270/P12956/P13667/P13804/P14618/P14866/P15311/P15880/P16435/P16615/P16989/P17480/P18124/P18206/P18583/P18621/P19338/P20700/P21333/P21796/P22314/P22626/P23246/P23588/P25054/P26599/P26640/P26641/P27348/P27816/P27824/P29692/P30050/P30084/P30101/P30876/P31040/P31483/P31942/P31943/P32119/P33176/P34897/P34932/P35221/P35579/P35580/P35606/P35637/P36578/P37802/P38646/P39023/P40222/P40939/P41252/P42704/P43243/P45880/P46013/P46777/P46781/P46940/P47756/P47897/P48634/P49321/P49327/P49368/P49411/P49454/P49590/P49756/P49792/P50914/P50990/P50995/P51114/P51149/P51991/P52272/P52292/P52597/P52701/P52948/P53618/P54886/P55011/P55060/P55072/P55196/P55265/P60468/P60660/P61026/P61106/P61247/P61353/P62136/P62269/P62280/P62424/P62633/P62750/P62753/P62841/P62995/P63010/P63104/P63241/P63244/P67809/P78527/P83731/P84098/P84103/P98179/Q00059/Q00341/Q00610/Q00688/Q00839/Q01081/Q01970/Q02543/Q02790/Q02952/Q03001/Q03252/Q04637/Q04837/Q05519/Q05682/Q07157/Q07666/Q07955/Q08211/Q08379/Q09666/Q10471/Q12849/Q12888/Q12906/Q12931/Q13084/Q13148/Q13162/Q13200/Q13247/Q13263/Q13283/Q13310/Q13428/Q13813/Q14103/Q14152/Q14157/Q14203/Q14204/Q14247/Q14257/Q14258/Q14573/Q14669/Q14671/Q14676/Q14739/Q14789/Q14847/Q14974/Q14978/Q15021/Q15084/Q15149/Q15154/Q15233/Q15365/Q15366/Q15424/Q15654/Q15691/Q15717/Q15942/Q16543/Q16629/Q16643/Q16658/Q29RF7/Q32MZ4/Q5BKZ1/Q5T4S7/Q5UIP0/Q66PJ3/Q6P158/Q6P2E9/Q6P2Q9/Q6Y7W6/Q71RC2/Q7KZF4/Q7L0Y3/Q7L2E3/Q7L576/Q7Z2W4/Q7Z417/Q7Z4V5/Q7Z6Z7/Q86UE4/Q8IWX8/Q8IY81/Q8IYB3/Q8IZL8/Q8N1F7/Q8NBS9/Q8NC51/Q8TAE8/Q8TCS8/Q8TEQ6/Q8TEX9/Q8WUM4/Q8WWM7/Q8WX93/Q8WXH0/Q92499/Q92598/Q92621/Q92665/Q92841/Q92900/Q92945/Q92973/Q93008/Q969Z0/Q96AE4/Q96EY7/Q96HC4/Q96I24/Q96N67/Q96PK6/Q96RP9/Q96ST2/Q96T37/Q99700/Q99729/Q99996/Q9BQ70/Q9BQE3/Q9BSJ8/Q9BYD1/Q9BYD3/Q9GZT3/Q9H0A0/Q9H0H5/Q9H307/Q9H4A3/Q9HC36/Q9HCD5/Q9HCE1/Q9HCU5/Q9NR30/Q9NTJ3/Q9NUL3/Q9NVV4/Q9NYF8/Q9NZM1/Q9P0L0/Q9P258/Q9UHB6/Q9UKM9/Q9UKV3/Q9ULV4/Q9UN86/Q9UPN3/Q9UPN4/Q9Y2J2/Q9Y2W1/Q9Y2Z4/Q9Y490/Q9Y4I1/Q9Y5A9/Q9Y5V3/Q9Y6M1	MYO1C/PGRMC1/CLIC1/IPO5/POLRMT/DDX3X/CIT/SLC9A3R1/HNRNPDL/XPO1/SEC16A/SART1/HNRNPR/EPB41L2/DENR/ACTN4/SYNCRIP/PLIN3/CTNND1/USO1/EIF5B/FLNB/PRPF40A/SRSF10/SF3B1/CSDE1/ERAL1/SNRNP200/EIF3G/SRP72/SUN1/STAU1/BAG3/MAP4K4/CYB5R3/COX2/GAPDH/HSPB1/GNAI2/ATP1A1/RPLP2/SSB/ENO1/NPM1/LDHB/P4HB/H1F0/TUBB/PFN1/EPRS/HNRNPC/ANXA6/ASNS/DLD/PARP1/HSPD1/HSPA5/G6PD/MTHFD1/PABPC1/TPR/XRCC6/PDIA4/ETFA/PKM/HNRNPL/EZR/RPS2/POR/ATP2A2/YBX3/UBTF/RPL7/VCL/SON/RPL17/NCL/LMNB1/FLNA/VDAC1/UBA1/HNRNPA2B1/SFPQ/EIF4B/APC/PTBP1/VARS/EEF1G/YWHAQ/MAP4/CANX/EEF1D/RPL12/ECHS1/PDIA3/POLR2B/SDHA/TIA1/HNRNPH3/HNRNPH1/PRDX2/KIF5B/SHMT2/HSPA4/CTNNA1/MYH9/MYH10/COPB2/FUS/RPL4/TAGLN2/HSPA9/RPL3/TXLNA/HADHA/IARS/LRPPRC/MATR3/VDAC2/MKI67/RPL5/RPS9/IQGAP1/CAPZB/QARS/PRRC2A/NASP/FASN/CCT3/TUFM/CENPF/HARS2/RBM25/RANBP2/RPL14/CCT8/ANXA11/FXR1/RAB7A/HNRNPA3/HNRNPM/KPNA2/HNRNPF/MSH6/NUP98/COPB1/ALDH18A1/SLC12A2/CSE1L/VCP/AFDN/ADAR/SEC61B/MYL6/RAB10/RAB14/RPS3A/RPL27/PPP1CA/RPS18/RPS11/RPL7A/CNBP/RPL23A/RPS6/RPS15/TRA2B/AP2B1/YWHAZ/EIF5A/RACK1/YBX1/PRKDC/RPL24/RPL19/SRSF3/RBM3/TFAM/HDLBP/CLTC/FKBP3/HNRNPU/U2AF1L5/U2AF1/PLCB3/RPL18A/FKBP4/AKAP12/DST/LMNB2/EIF4G1/SSBP1/SRSF11/CALD1/TJP1/KHDRBS1/SRSF1/DHX9/GOLGA2/AHNAK/GALNT2/GRSF1/TP53BP1/ILF3/TRAP1/MRPL28/TARDBP/PRDX4/PSMD2/SRSF6/TRIM28/G3BP1/PABPC4/TCOF1/SPTAN1/HNRNPD/EIF3A/UBAP2L/DCTN1/DYNC1H1/CTTN/RCN2/TRIM25/ITPR3/TRIP12/PUM1/MDC1/LBR/GOLGB1/LASP1/KPNB1/NOLC1/NCAPD2/PDIA6/PLEC/PCM1/NONO/PCBP1/PCBP2/SAFB/TRIP6/MAPRE1/ELAVL1/ZYX/CDC37/SRSF7/DBN1/FSCN1/PDS5A/LRRFIP1/ZNF326/UBR4/RIF1/ARL6IP4/DHX57/EDC4/PRPF8/GIGYF2/LARP4/SND1/TRMT10C/DHX30/CYFIP1/ZC3HAV1/NUFIP2/HDGFL2/HUWE1/MTDH/CHERP/FTSJ3/SRRM1/PELP1/NUP93/TXNDC5/SERBP1/GADD45GIP1/PNPT1/GEMIN5/IPO4/PDCD6IP/ATXN2L/PALLD/SYNE2/DDX1/HSPH1/NUP205/MRPS31/DDX17/UPF1/KHSRP/TNPO1/USP9X/TBRG4/FUBP1/PTCD3/PDLIM5/FUBP3/DOCK7/RBM14-RBM4/RBM14/GFM1/IWS1/RBM15/ATXN2/HNRNPAB/AKAP9/TCF25/TUBA1C/ESYT1/MRPL13/MRPL4/SLIRP/NAT10/RACGAP1/PNN/WNK1/MRM3/NCOA5/MOV10/PREB/DDX21/SMC4/STAU2/MTPAP/BCLAF1/MYOF/VAPA/RCC2/LIMA1/RALY/ACIN1/CORO1C/G3BP2/MACF1/CEP131/EPB41L3/THRAP3/YARS2/TLN1/MYO5A/YTHDF2/MAGED1/IGF2BP2
F10	GO:0005925	64/405	19/405	331/7365	3.37	1.5279039290462e-06	CC	0.00225637456899479	(CC) focal adhesion	64	331	405	7365	O43491/O43707/O75369/O95819/P04792/P05387/P06748/P07237/P07737/P08133/P11021/P11940/P15311/P15880/P18124/P18206/P21291/P21333/P27348/P30050/P30101/P35221/P35579/P35611/P36578/P38646/P39023/P46777/P46781/P46940/P61026/P61247/P61353/P62241/P62269/P62280/P62424/P62841/P62917/P63104/P84098/Q00610/Q02878/Q02952/Q03001/Q07020/Q09666/Q13283/Q14247/Q14676/Q14847/Q15149/Q15366/Q15654/Q15691/Q15942/Q7L576/Q8WUM4/Q8WX93/Q8WXH0/Q96N67/Q9UHB6/Q9ULV4/Q9Y490	EPB41L2/ACTN4/FLNB/MAP4K4/HSPB1/RPLP2/NPM1/P4HB/PFN1/ANXA6/HSPA5/PABPC1/EZR/RPS2/RPL7/VCL/CSRP1/FLNA/YWHAQ/RPL12/PDIA3/CTNNA1/MYH9/ADD1/RPL4/HSPA9/RPL3/RPL5/RPS9/IQGAP1/RAB10/RPS3A/RPL27/RPS8/RPS18/RPS11/RPL7A/RPS15/RPL8/YWHAZ/RPL19/CLTC/RPL6/AKAP12/DST/RPL18/AHNAK/G3BP1/CTTN/MDC1/LASP1/PLEC/PCBP2/TRIP6/MAPRE1/ZYX/CYFIP1/PDCD6IP/PALLD/SYNE2/DOCK7/LIMA1/CORO1C/TLN1
F10	GO:0008143	10/405	1/405	18/7365	10	3.45433983270131e-06	MF	0.00427344760547502	(MF) poly(A) binding	10	18	405	7365	O00571/O14979/O60506/P11940/P31483/Q00839/Q07666/Q13310/Q71RC2/Q92499	DDX3X/HNRNPDL/SYNCRIP/PABPC1/TIA1/HNRNPU/KHDRBS1/PABPC4/LARP4/DDX1
F10	GO:0005198	20/405	5/405	77/7365	4	3.53682368973179e-06	MF	0.00427344760547502	(MF) structural molecule activity	20	77	405	7365	O43491/P07437/P18206/P20700/P27816/P35221/P35606/P35611/P43243/P53618/P53621/P58107/Q00610/Q03001/Q03252/Q14152/Q15149/Q9BQE3/Q9H307/Q9UPN3	EPB41L2/TUBB/VCL/LMNB1/MAP4/CTNNA1/COPB2/ADD1/MATR3/COPB1/COPA/EPPK1/CLTC/DST/LMNB2/EIF3A/PLEC/TUBA1C/PNN/MACF1
F10	GO:0031965	24/405	9/405	160/7365	2.67	4.2983003230797e-06	CC	0.00476072579950436	(CC) nuclear membrane	24	160	405	7365	O00299/O00410/O14980/O94901/P04406/P12270/P20700/P49792/P52948/P67809/Q03252/Q14739/Q14974/Q15154/Q5UIP0/Q86UE4/Q8N1F7/Q8TEX9/Q8WXH0/Q92621/Q92973/Q96T37/Q9NZM1/Q9P0L0	CLIC1/IPO5/XPO1/SUN1/GAPDH/TPR/LMNB1/RANBP2/NUP98/YBX1/LMNB2/LBR/KPNB1/PCM1/RIF1/MTDH/NUP93/IPO4/SYNE2/NUP205/TNPO1/RBM15/MYOF/VAPA
F10	GO:0003729	28/405	7/405	113/7365	4	5.56888878094198e-06	MF	0.00569354621442306	(MF) mRNA binding	28	113	405	7365	O43390/O43583/O60506/O75533/P05455/P12270/P15880/P18124/P22626/P49756/P51114/P51991/P52272/P52948/P62995/Q04637/Q07955/Q08211/Q12849/Q13283/Q14103/Q14152/Q15365/Q15717/Q96T37/Q99729/Q9BYD1/Q9UN86	HNRNPR/DENR/SYNCRIP/SF3B1/SSB/TPR/RPS2/RPL7/HNRNPA2B1/RBM25/FXR1/HNRNPA3/HNRNPM/NUP98/TRA2B/EIF4G1/SRSF1/DHX9/GRSF1/G3BP1/HNRNPD/EIF3A/PCBP1/ELAVL1/RBM15/HNRNPAB/MRPL13/G3BP2
F10	GO:0042641	6/405	1/405	9/7365	6	7.63753143948736e-06	CC	0.00725074502587332	(CC) actomyosin	6	9	405	7365	P35579/P35580/Q16643/Q7Z406/Q8WUM4/Q9Y4I1	MYH9/MYH10/DBN1/MYH14/PDCD6IP/MYO5A
F10	GO:0034399	8/405	1/405	18/7365	8	1.12099674208283e-05	CC	0.00946772328093198	(CC) nuclear periphery	8	18	405	7365	O00410/P12270/P52948/Q14974/Q8N1F7/Q8TEX9/Q92621/Q92973	IPO5/TPR/NUP98/KPNB1/NUP93/IPO4/NUP205/TNPO1
F10	GO:0006412	42/405	9/405	148/7365	4.67	1.13974548562871e-05	BP	0.00946772328093198	(BP) translation	42	148	405	7365	P05387/P09001/P15880/P18124/P18621/P30050/P36578/P39023/P46777/P46781/P47914/P49207/P49590/P50914/P61247/P61353/P62241/P62269/P62280/P62424/P62750/P62753/P62841/P62847/P62917/P83731/P84098/Q02543/Q02878/Q04637/Q07020/Q13084/Q13310/Q71RC2/Q8TEQ6/Q92616/Q9BYD1/Q9BZE1/Q9NVS2/Q9P2E9/Q9Y2Z4/Q9Y6G3	RPLP2/MRPL3/RPS2/RPL7/RPL17/RPL12/RPL4/RPL3/RPL5/RPS9/RPL29/RPL34/HARS2/RPL14/RPS3A/RPL27/RPS8/RPS18/RPS11/RPL7A/RPL23A/RPS6/RPS15/RPS24/RPL8/RPL24/RPL19/RPL18A/RPL6/EIF4G1/RPL18/MRPL28/PABPC4/LARP4/GEMIN5/GCN1/MRPL13/MRPL37/MRPS18A/RRBP1/YARS2/MRPL42
